commodity,variety,source_district,destination_district,buying_price,selling_price,distance_km,transport_cost,gross_margin,expected_margin,route_rank
Potato,Chandermukhi,Hassan,Mysore,1800.00,2307.00,122.34,428.19,507.00,78.81,3
Potato,Chandermukhi,Gonda,Raebarelli,1200.00,1740.00,136.44,477.54,540.00,62.46,4
Potato,Chandermukhi,Mysore,Chamrajnagar,2307.00,2550.00,67.03,234.61,243.00,8.40,5
Potato,Chips,Sambhal,Amroha,605.00,2000.00,43.44,152.04,1395.00,1242.96,1
Potato,Chips,Bangalore,Alappuzha,2000.00,4600.00,513.29,1796.52,2600.00,803.49,2
Potato,Chips,Udhamsinghnagar,Amroha,900.00,2000.00,124.83,436.91,1100.00,663.10,3
Potato,Chips,Indore,Ujjain,1200.00,1990.00,64.75,226.63,790.00,563.38,4
Potato,Chips,Baghpat,Amroha,950.00,2000.00,152.39,533.37,1050.00,516.64,5
Potato,Chips,Dewas,Ujjain,1400.00,1990.00,45.21,158.24,590.00,431.77,6
Potato,Chips,Sambhal,Bulandshahar,605.00,1312.50,91.08,318.78,707.50,388.72,7
Potato,Chips,Sonipat,Amroha,1000.00,2000.00,177.16,620.06,1000.00,379.94,8
Potato,Chips,Dehradoon,Amroha,900.00,2000.00,207.10,724.85,1100.00,375.15,9
Potato,Chips,Saharanpur,Amroha,1000.00,2000.00,188.04,658.14,1000.00,341.86,10
Potato,Chips,Bulandshahar,Amroha,1312.50,2000.00,99.94,349.79,687.50,337.71,11
Potato,Chips,Karnal,Amroha,1000.00,2000.00,212.84,744.94,1000.00,255.06,12
Potato,Chips,Shajapur,Ujjain,1494.00,1990.00,70.89,248.12,496.00,247.89,13
Potato,Chips,Jhabua,Ujjain,1300.00,1990.00,162.60,569.10,690.00,120.90,14
Potato,Chips,Indore,Dewas,1200.00,1400.00,42.43,148.51,200.00,51.50,15
Potato,Desi,Chhapra,Sonepur,1100.00,3000.00,47.08,164.78,1900.00,1735.22,1
Potato,Desi,Begusarai,Sonepur,850.00,3000.00,129.33,452.66,2150.00,1697.35,2
Potato,Desi,Maharajganj,Sonepur,1125.00,3000.00,97.44,341.04,1875.00,1533.96,3
Potato,Desi,Bhojpur,Sonepur,1200.00,3000.00,83.43,292.01,1800.00,1508.00,4
Potato,Desi,Darbhanga,Sonepur,1150.00,3000.00,111.66,390.81,1850.00,1459.19,5
Potato,Desi,Ballia,Sonepur,1190.00,3000.00,125.40,438.90,1810.00,1371.10,6
Potato,Desi,Patna,Sonepur,1600.00,3000.00,15.34,53.69,1400.00,1346.31,7
Potato,Desi,Deoria,Sonepur,985.00,3000.00,203.21,711.24,2015.00,1303.77,8
Potato,Desi,Supaul,Sonepur,1050.00,3000.00,190.03,665.11,1950.00,1284.90,9
Potato,Desi,Mahendragarh-Narnaul,Bilaspur,600.00,2400.00,157.20,550.20,1800.00,1249.80,10
Potato,Desi,Nagaon,Kamrup,1200.00,3000.00,163.04,570.64,1800.00,1229.36,11
Potato,Desi,Mau(Maunathbhanjan),Sonepur,1100.00,3000.00,201.48,705.18,1900.00,1194.82,12
Potato,Desi,Hojai,Kamrup,1170.00,3000.00,181.70,635.95,1830.00,1194.05,13
Potato,Desi,Rohtas,Sonepur,1100.00,3000.00,202.53,708.86,1900.00,1191.15,14
Potato,Desi,Chandauli,Sonepur,1050.00,3000.00,244.04,854.14,1950.00,1095.86,15
Potato,Desi,Ghazipur,Sonepur,1230.00,3000.00,196.30,687.05,1770.00,1082.95,16
Potato,Desi,Madhubani,Sonepur,1200.00,3000.00,215.24,753.34,1800.00,1046.66,17
Potato,Desi,Malda,Sonepur,600.00,3000.00,388.79,1360.77,2400.00,1039.24,18
Potato,Desi,Gorakhpur,Sonepur,1042.50,3000.00,263.81,923.34,1957.50,1034.17,19
Potato,Desi,Jalandhar,Jammu,450.00,2200.00,207.99,727.97,1750.00,1022.04,20
Potato,Desi,Gurdaspur,Jammu,800.00,2200.00,110.19,385.67,1400.00,1014.34,21
Potato,Desi,Kathua,Jammu,900.00,2200.00,86.49,302.72,1300.00,997.29,22
Potato,Desi,Jalpaiguri,Kamrup,825.00,3000.00,337.50,1181.25,2175.00,993.75,23
Potato,Desi,Bhagalpur,Sonepur,1200.00,3000.00,237.53,831.36,1800.00,968.65,24
Potato,Desi,Ahmedabad,Kheda,1100.00,2200.00,40.59,142.07,1100.00,957.94,25
Potato,Desi,Azamgarh,Sonepur,1170.00,3000.00,251.36,879.76,1830.00,950.24,26
Potato,Desi,Malda,Kamrup,600.00,3000.00,434.74,1521.59,2400.00,878.41,27
Potato,Desi,Anand,Kheda,1200.00,2200.00,44.41,155.44,1000.00,844.57,28
Potato,Desi,"Sant Kabir Nagar",Sonepur,1100.00,3000.00,305.01,1067.54,1900.00,832.47,29
Potato,Desi,"Bhadohi(Sant Ravi Nagar)",Sonepur,1030.00,3000.00,326.58,1143.03,1970.00,826.97,30
Potato,Desi,"North Tripura",Dhalai,1500.00,2500.00,50.70,177.45,1000.00,822.55,31
Potato,Desi,Haridwar,"Garhwal (Pauri)",650.00,1700.00,82.40,288.40,1050.00,761.60,32
Potato,Desi,Katni,Bilaspur,523.64,2400.00,320.83,1122.91,1876.36,753.46,33
Potato,Desi,Mirzapur,Sonepur,1115.00,3000.00,333.76,1168.16,1885.00,716.84,34
Potato,Desi,Ambedkarnagar,Sonepur,1170.00,3000.00,324.99,1137.47,1830.00,692.54,35
Potato,Desi,"Uttar Dinajpur",Sonepur,1100.00,3000.00,356.75,1248.63,1900.00,651.38,36
Potato,Desi,Basti,Sonepur,1175.00,3000.00,336.45,1177.58,1825.00,647.43,37
Potato,Desi,Ludhiana,Jammu,600.00,2200.00,273.91,958.69,1600.00,641.32,38
Potato,Desi,Mahendragarh-Narnaul,Sonepur,600.00,3000.00,510.84,1787.94,2400.00,612.06,39
Potato,Desi,"Siddharth Nagar",Sonepur,1150.00,3000.00,358.00,1253.00,1850.00,597.00,40
Potato,Desi,Angul,Jajpur,850.00,2000.00,161.11,563.89,1150.00,586.12,41
Potato,Desi,Jaipur,Tonk,700.00,1650.00,105.70,369.95,950.00,580.05,42
Potato,Desi,Jalpaiguri,Sonepur,825.00,3000.00,460.75,1612.63,2175.00,562.38,43
Potato,Desi,Kangra,Jammu,1000.00,2200.00,183.20,641.20,1200.00,558.80,44
Potato,Desi,Malda,Kaithar,600.00,1500.00,102.65,359.28,900.00,540.73,45
Potato,Desi,Katni,Jabalpur,523.64,1400.00,101.21,354.24,876.36,522.13,46
Potato,Desi,Malda,Kishanganj,600.00,1650.00,152.40,533.40,1050.00,516.60,47
Potato,Desi,Prayagraj,Sonepur,1050.00,3000.00,415.43,1454.01,1950.00,496.00,48
Potato,Desi,Hoshiarpur,Jammu,1000.00,2200.00,201.74,706.09,1200.00,493.91,49
Potato,Desi,"Uttar Dinajpur",Kishanganj,1100.00,1650.00,23.10,80.85,550.00,469.15,50
Potato,F.A.Q.,Sonitpur,Kamrup,850.00,4500.00,187.75,657.13,3650.00,2992.88,1
Potato,F.A.Q.,Karimganj,Kamrup,1625.00,4500.00,212.85,744.98,2875.00,2130.03,2
Potato,F.A.Q.,"North Tripura",Kamrup,1650.00,4500.00,297.40,1040.90,2850.00,1809.10,3
Potato,F.A.Q.,"Uttar Dinajpur",Kamrup,1200.00,4500.00,426.55,1492.93,3300.00,1807.08,4
Potato,F.A.Q.,Hooghly,Kamrup,850.00,4500.00,584.56,2045.96,3650.00,1604.04,5
Potato,F.A.Q.,"West District",Kamrup,1900.00,4500.00,304.40,1065.40,2600.00,1534.60,6
Potato,F.A.Q.,Dhalai,Kamrup,2100.00,4500.00,322.50,1128.75,2400.00,1271.25,7
Potato,F.A.Q.,Nadia,Kamrup,1540.00,4500.00,516.40,1807.40,2960.00,1152.60,8
Potato,F.A.Q.,Hooghly,Nadia,850.00,1540.00,79.34,277.69,690.00,412.31,9
Potato,F.A.Q.,"Khiri (Lakhimpur)",Sitapur,950.00,1540.00,55.59,194.57,590.00,395.44,10
Potato,F.A.Q.,Lakhimpur,Sitapur,1000.00,1540.00,55.59,194.57,540.00,345.44,11
Potato,F.A.Q.,Hathras,Aligarh,835.00,1320.00,40.39,141.37,485.00,343.64,12
Potato,F.A.Q.,Barabanki,Sitapur,800.00,1540.00,122.98,430.43,740.00,309.57,13
Potato,F.A.Q.,Agra,Firozabad,700.00,1150.00,48.55,169.93,450.00,280.08,14
Potato,F.A.Q.,Agra,Aligarh,700.00,1320.00,97.68,341.88,620.00,278.12,15
Potato,F.A.Q.,"North Tripura",Dhalai,1650.00,2100.00,50.70,177.45,450.00,272.55,16
Potato,F.A.Q.,Sonipat,Ghaziabad,800.00,1300.00,68.70,240.45,500.00,259.55,17
Potato,F.A.Q.,Fatehpur,Sitapur,1005.00,1540.00,85.91,300.69,535.00,234.32,18
Potato,F.A.Q.,Sambhal,Badaun,800.00,1300.00,92.36,323.26,500.00,176.74,19
Potato,F.A.Q.,Amroha,Bijnor,900.00,1315.00,79.03,276.61,415.00,138.40,20
Potato,F.A.Q.,Sambhal,Aligarh,800.00,1320.00,113.79,398.27,520.00,121.74,21
Potato,F.A.Q.,Bareilly,Badaun,975.00,1300.00,61.58,215.53,325.00,109.47,22
Potato,F.A.Q.,"Jalaun (Orai)",Jhansi,900.00,1470.00,135.06,472.71,570.00,97.29,23
Potato,F.A.Q.,Sambhal,Bijnor,800.00,1315.00,121.61,425.64,515.00,89.37,24
Potato,F.A.Q.,Barabanki,Gonda,800.00,1150.00,75.85,265.48,350.00,84.53,25
Potato,F.A.Q.,Bulandshahar,Ghaziabad,1000.00,1300.00,61.74,216.09,300.00,83.91,26
Potato,F.A.Q.,"Gautam Budh Nagar",Ghaziabad,1065.00,1300.00,43.93,153.76,235.00,81.25,27
Potato,F.A.Q.,Barabanki,Fatehpur,800.00,1005.00,38.28,133.98,205.00,71.02,28
Potato,F.A.Q.,Hathras,Firozabad,835.00,1150.00,75.33,263.66,315.00,51.35,29
Potato,F.A.Q.,Bulandshahar,Aligarh,1000.00,1320.00,77.14,269.99,320.00,50.01,30
Potato,F.A.Q.,"Khiri (Lakhimpur)",Lakhimpur,950.00,1000.00,0.00,0.00,50.00,50.00,31
Potato,F.A.Q.,Barabanki,Kanpur,800.00,1350.00,148.68,520.38,550.00,29.62,32
Potato,F.A.Q.,Sambhal,Ghaziabad,800.00,1300.00,138.44,484.54,500.00,15.46,33
Potato,F.A.Q.,Sonipat,Bijnor,800.00,1315.00,145.31,508.59,515.00,6.42,34
Potato,F.A.Q.,Saharanpur,Bijnor,927.00,1315.00,109.69,383.92,388.00,4.09,35
Potato,Haldwani,"Khiri (Lakhimpur)",Lakhimpur,1140.00,1150.00,0.00,0.00,10.00,10.00,1
Potato,Jalander,"North Tripura",Dhalai,1575.00,2500.00,50.70,177.45,925.00,747.55,1
Potato,Jalander,"South Tripura",Sepahijala,1435.00,2400.00,64.69,226.42,965.00,738.59,2
Potato,Jalander,"South Tripura",Dhalai,1435.00,2500.00,99.51,348.29,1065.00,716.72,3
Potato,Jalander,"South Tripura","West District",1435.00,2500.00,102.96,360.36,1065.00,704.64,4
Potato,Jalander,"North Tripura",Unokoti,1575.00,2300.00,25.65,89.78,725.00,635.23,5
Potato,Jalander,"North Tripura","West District",1575.00,2500.00,107.08,374.78,925.00,550.22,6
Potato,Jalander,"South Tripura","South District",1435.00,2000.00,8.73,30.56,565.00,534.45,7
Potato,Jalander,"South Tripura",Gomati,1435.00,2050.00,44.94,157.29,615.00,457.71,8
Potato,Jalander,"North Tripura",Sepahijala,1575.00,2400.00,129.89,454.62,825.00,370.39,9
Potato,Jalander,"South Tripura",Unokoti,1435.00,2300.00,150.83,527.91,865.00,337.10,10
Potato,Jalander,"Khiri (Lakhimpur)",Lakhimpur,867.50,1150.00,0.00,0.00,282.50,282.50,11
Potato,Jalander,Khowai,"West District",2100.00,2500.00,33.85,118.48,400.00,281.53,12
Potato,Jalander,"North Tripura",Khowai,1575.00,2100.00,77.51,271.29,525.00,253.72,13
Potato,Jalander,Gomati,Dhalai,2050.00,2500.00,58.63,205.21,450.00,244.80,14
Potato,Jalander,"South Tripura",Khowai,1435.00,2100.00,120.95,423.33,665.00,241.68,15
Potato,Jalander,Gomati,"West District",2050.00,2500.00,63.44,222.04,450.00,227.96,16
Potato,Jalander,Khowai,Dhalai,2100.00,2500.00,52.71,184.49,400.00,215.52,17
Potato,Jalander,Gomati,Sepahijala,2050.00,2400.00,39.01,136.54,350.00,213.47,18
Potato,Jalander,"South District",Dhalai,2000.00,2500.00,100.19,350.67,500.00,149.34,19
Potato,Jalander,"South District",Sepahijala,2000.00,2400.00,72.15,252.53,400.00,147.48,20
Potato,Jalander,"South District","West District",2000.00,2500.00,109.00,381.50,500.00,118.50,21
Potato,Jalander,"North Tripura",Gomati,1575.00,2050.00,109.26,382.41,475.00,92.59,22
Potato,Jalander,Khowai,Sepahijala,2100.00,2400.00,71.98,251.93,300.00,48.07,23
Potato,Jalander,Unokoti,Dhalai,2300.00,2500.00,51.95,181.83,200.00,18.18,24
Potato,Jyoti,Gomati,Sepahijala,1650.00,3800.00,39.01,136.54,2150.00,2013.47,1
Potato,Jyoti,"South Tripura",Sepahijala,1780.00,3800.00,64.69,226.42,2020.00,1793.59,2
Potato,Jyoti,Unokoti,Sepahijala,1600.00,3800.00,120.99,423.47,2200.00,1776.54,3
Potato,Jyoti,"North Tripura",Sepahijala,1700.00,3800.00,129.89,454.62,2100.00,1645.39,4
Potato,Jyoti,"North 24 Parganas",Sepahijala,1100.00,3800.00,365.59,1279.57,2700.00,1420.44,5
Potato,Jyoti,"South District",Sepahijala,2200.00,3800.00,72.15,252.53,1600.00,1347.48,6
Potato,Jyoti,Dhalai,Sepahijala,2250.00,3800.00,81.60,285.60,1550.00,1264.40,7
Potato,Jyoti,Samastipur,Vaishali,1100.00,2600.00,89.64,313.74,1500.00,1186.26,8
Potato,Jyoti,"Dakshin Dinajpur",Sepahijala,1200.00,3800.00,427.30,1495.55,2600.00,1104.45,9
Potato,Jyoti,Nawada,Nalanda,1000.00,2200.00,35.24,123.34,1200.00,1076.66,10
Potato,Jyoti,Coochbehar,Sepahijala,1180.00,3800.00,445.98,1560.93,2620.00,1059.07,11
Potato,Jyoti,Nawada,Vaishali,1000.00,2600.00,164.74,576.59,1600.00,1023.41,12
Potato,Jyoti,Hooghly,Sepahijala,1420.00,3800.00,387.83,1357.41,2380.00,1022.60,13
Potato,Jyoti,Nawada,Patna,1000.00,2400.00,110.76,387.66,1400.00,1012.34,14
Potato,Jyoti,Nadia,Sepahijala,1540.00,3800.00,359.86,1259.51,2260.00,1000.49,15
Potato,Jyoti,Samastipur,Patna,1100.00,2400.00,87.91,307.69,1300.00,992.32,16
Potato,Jyoti,Murshidabad,Sepahijala,1420.00,3800.00,398.09,1393.32,2380.00,986.69,17
Potato,Jyoti,Alipurduar,Sepahijala,1200.00,3800.00,464.24,1624.84,2600.00,975.16,18
Potato,Jyoti,Jehanabad,Vaishali,1300.00,2600.00,110.39,386.37,1300.00,913.64,19
Potato,Jyoti,Jalpaiguri,Kalimpong,1200.00,2400.00,82.98,290.43,1200.00,909.57,20
Potato,Jyoti,"East Khasi Hills",Sepahijala,2000.00,3800.00,254.45,890.58,1800.00,909.43,21
Potato,Jyoti,Kaimur/Bhabhua,Vaishali,900.00,2600.00,226.78,793.73,1700.00,906.27,22
Potato,Jyoti,Burdwan,Sepahijala,1340.00,3800.00,445.35,1558.73,2460.00,901.28,23
Potato,Jyoti,Jehanabad,Patna,1300.00,2400.00,57.39,200.87,1100.00,899.14,24
Potato,Jyoti,"Purba Bardhaman",Sepahijala,1420.00,3800.00,433.54,1517.39,2380.00,862.61,25
Potato,Jyoti,"Sounth 24 Parganas",Sepahijala,1580.00,3800.00,399.41,1397.94,2220.00,822.07,26
Potato,Jyoti,Howrah,Sepahijala,1540.00,3800.00,418.03,1463.11,2260.00,796.90,27
Potato,Jyoti,"East Champaran/ Motihari",Vaishali,1500.00,2600.00,87.39,305.87,1100.00,794.14,28
Potato,Jyoti,Kolkata,Sepahijala,1600.00,3800.00,406.31,1422.09,2200.00,777.92,29
Potato,Jyoti,Jalpaiguri,Sepahijala,1200.00,3800.00,521.10,1823.85,2600.00,776.15,30
Potato,Jyoti,Kaimur/Bhabhua,Patna,900.00,2400.00,206.86,724.01,1500.00,775.99,31
Potato,Jyoti,Muzaffarpur,Vaishali,1700.00,2600.00,37.31,130.59,900.00,769.42,32
Potato,Jyoti,Luckeesarai,Vaishali,1280.00,2600.00,171.29,599.52,1320.00,720.49,33
Potato,Jyoti,Samastipur,Nalanda,1100.00,2200.00,109.59,383.57,1100.00,716.44,34
Potato,Jyoti,Purnea,Sepahijala,1080.00,3800.00,574.24,2009.84,2720.00,710.16,35
Potato,Jyoti,Jehanabad,Nalanda,1300.00,2200.00,58.93,206.26,900.00,693.75,36
Potato,Jyoti,Alipurduar,Kalimpong,1200.00,2400.00,152.11,532.39,1200.00,667.62,37
Potato,Jyoti,Coochbehar,Kalimpong,1180.00,2400.00,161.31,564.59,1220.00,655.42,38
Potato,Jyoti,Luckeesarai,Patna,1280.00,2400.00,133.43,467.01,1120.00,653.00,39
Potato,Jyoti,Luckeesarai,Nalanda,1280.00,2200.00,80.71,282.49,920.00,637.52,40
Potato,Jyoti,Bankura,Sepahijala,1250.00,3800.00,547.14,1914.99,2550.00,635.01,41
Potato,Jyoti,Malda,Sepahijala,1650.00,3800.00,449.06,1571.71,2150.00,578.29,42
Potato,Jyoti,"Paschim Bardhaman",Sepahijala,1380.00,3800.00,531.01,1858.54,2420.00,561.47,43
Potato,Jyoti,Medinipur(W),Sepahijala,1350.00,3800.00,539.75,1889.13,2450.00,560.88,44
Potato,Jyoti,Purnea,Kalimpong,1080.00,2400.00,218.26,763.91,1320.00,556.09,45
Potato,Jyoti,Kishanganj,Kalimpong,1350.00,2400.00,150.06,525.21,1050.00,524.79,46
Potato,Jyoti,Kishanganj,Sepahijala,1350.00,3800.00,551.00,1928.50,2450.00,521.50,47
Potato,Jyoti,Samastipur,Sheohar,1100.00,2000.00,109.08,381.78,900.00,518.22,48
Potato,Jyoti,Mayurbhanja,Sepahijala,920.00,3800.00,675.58,2364.53,2880.00,515.47,49
Potato,Jyoti,Kaimur/Bhabhua,Bhojpur,900.00,1870.00,130.68,457.38,970.00,512.62,50
Potato,"Kufri Giriraj",Mohali,Patiala,600.00,900.00,61.93,216.76,300.00,83.25,1
Potato,"Kufri Giriraj",Raebarelli,Shahjahanpur,850.00,1570.00,197.03,689.61,720.00,30.40,2
Potato,Local,Barpeta,"South Garo Hills",800.00,5000.00,148.60,520.10,4200.00,3679.90,1
Potato,Local,Jalpaiguri,"South Garo Hills",900.00,5000.00,285.96,1000.86,4100.00,3099.14,2
Potato,Local,Kamrup,"South Garo Hills",1500.00,5000.00,151.36,529.76,3500.00,2970.24,3
Potato,Local,"Dakshin Dinajpur","South Garo Hills",1150.00,5000.00,252.64,884.24,3850.00,2965.76,4
Potato,Local,Murshidabad,"South Garo Hills",950.00,5000.00,331.20,1159.20,4050.00,2890.80,5
Potato,Local,"West Garo Hills","South Garo Hills",2000.00,5000.00,66.13,231.46,3000.00,2768.55,6
Potato,Local,Malda,"South Garo Hills",1160.00,5000.00,308.34,1079.19,3840.00,2760.81,7
Potato,Local,Unokoti,"South Garo Hills",1500.00,5000.00,240.34,841.19,3500.00,2658.81,8
Potato,Local,Sonitpur,"South Garo Hills",1200.00,5000.00,335.40,1173.90,3800.00,2626.10,9
Potato,Local,"Uttar Dinajpur","South Garo Hills",1250.00,5000.00,336.19,1176.67,3750.00,2573.34,10
Potato,Local,"East Khasi Hills","South Garo Hills",1900.00,5000.00,154.90,542.15,3100.00,2557.85,11
Potato,Local,Hojai,"South Garo Hills",1450.00,5000.00,300.14,1050.49,3550.00,2499.51,12
Potato,Local,Birbhum,"South Garo Hills",1100.00,5000.00,413.40,1446.90,3900.00,2453.10,13
Potato,Local,Darrang,"South Garo Hills",1700.00,5000.00,242.63,849.21,3300.00,2450.80,14
Potato,Local,Saharsa,"South Garo Hills",850.00,5000.00,506.38,1772.33,4150.00,2377.67,15
Potato,Local,Khowai,"South Garo Hills",1900.00,5000.00,215.16,753.06,3100.00,2346.94,16
Potato,Local,"East Garo Hills","South Garo Hills",2500.00,5000.00,46.49,162.72,2500.00,2337.29,17
Potato,Local,Barpeta,"West Khasi Hills",800.00,3500.00,103.78,363.23,2700.00,2336.77,18
Potato,Local,Jalpaiguri,Kalimpong,900.00,3500.00,82.98,290.43,2600.00,2309.57,19
Potato,Local,"South West Garo Hills","South Garo Hills",2500.00,5000.00,81.48,285.18,2500.00,2214.82,20
Potato,Local,Sepahijala,"South Garo Hills",1900.00,5000.00,255.10,892.85,3100.00,2207.15,21
Potato,Local,Bankura,"South Garo Hills",940.00,5000.00,530.41,1856.44,4060.00,2203.57,22
Potato,Local,"South West Khasi Hills","South Garo Hills",2600.00,5000.00,85.45,299.08,2400.00,2100.93,23
Potato,Local,Medinipur(W),"South Garo Hills",910.00,5000.00,576.09,2016.32,4090.00,2073.69,24
Potato,Local,Supaul,"South Garo Hills",1300.00,5000.00,510.94,1788.29,3700.00,1911.71,25
Potato,Local,"Nongpoh (R-Bhoi)","South Garo Hills",2500.00,5000.00,182.41,638.44,2500.00,1861.57,26
Potato,Local,"South District","South Garo Hills",2000.00,5000.00,326.38,1142.33,3000.00,1857.67,27
Potato,Local,Nagaon,"South Garo Hills",2100.00,5000.00,299.86,1049.51,2900.00,1850.49,28
Potato,Local,Begusarai,"South Garo Hills",1200.00,5000.00,559.08,1956.78,3800.00,1843.22,29
Potato,Local,"West District","South Garo Hills",2400.00,5000.00,218.64,765.24,2600.00,1834.76,30
Potato,Local,Samastipur,"South Garo Hills",1050.00,5000.00,606.55,2122.93,3950.00,1827.08,31
Potato,Local,"North Tripura","South Garo Hills",2250.00,5000.00,265.79,930.27,2750.00,1819.74,32
Potato,Local,"West Jaintia Hills","South Garo Hills",2500.00,5000.00,214.76,751.66,2500.00,1748.34,33
Potato,Local,Kamrup,"West Khasi Hills",1500.00,3500.00,83.36,291.76,2000.00,1708.24,34
Potato,Local,Dhalai,"South Garo Hills",2400.00,5000.00,266.20,931.70,2600.00,1668.30,35
Potato,Local,"Uttar Dinajpur",Kalimpong,1250.00,3500.00,168.03,588.11,2250.00,1661.90,36
Potato,Local,Panchkula,Sirmore,550.00,2450.00,68.39,239.37,1900.00,1660.64,37
Potato,Local,Madikeri(Kodagu),Alappuzha,1050.00,4100.00,398.34,1394.19,3050.00,1655.81,38
Potato,Local,Saharsa,Kalimpong,850.00,3500.00,286.48,1002.68,2650.00,1647.32,39
Potato,Local,Jalpaiguri,Darjeeling,900.00,2800.00,92.88,325.08,1900.00,1574.92,40
Potato,Local,Gomati,"South Garo Hills",2450.00,5000.00,282.06,987.21,2550.00,1562.79,41
Potato,Local,Dehradoon,Sirmore,600.00,2450.00,82.80,289.80,1850.00,1560.20,42
Potato,Local,Barpeta,Kalimpong,800.00,3500.00,331.46,1160.11,2700.00,1539.89,43
Potato,Local,"Dakshin Dinajpur",Kalimpong,1150.00,3500.00,236.61,828.14,2350.00,1521.87,44
Potato,Local,"East Jaintia Hills","South Garo Hills",2650.00,5000.00,237.59,831.57,2350.00,1518.44,45
Potato,Local,Sitamarhi,"South Garo Hills",1200.00,5000.00,657.74,2302.09,3800.00,1497.91,46
Potato,Local,Jalpaiguri,"West Khasi Hills",900.00,3500.00,325.21,1138.24,2600.00,1461.77,47
Potato,Local,Saharanpur,Sirmore,700.00,2450.00,88.95,311.33,1750.00,1438.68,48
Potato,Local,Patiala,Sirmore,600.00,2450.00,128.58,450.03,1850.00,1399.97,49
Potato,Local,Arwal,"South Garo Hills",1000.00,5000.00,744.03,2604.11,4000.00,1395.90,50
Potato,Other,Sonitpur,Kohima,900.00,10900.00,232.04,812.14,10000.00,9187.86,1
Potato,Other,Narayanpur,Kohima,1500.00,10900.00,181.58,635.53,9400.00,8764.47,2
Potato,Other,Wokha,Kohima,2200.00,10900.00,63.44,222.04,8700.00,8477.96,3
Potato,Other,Morigaon,Kohima,1700.00,10900.00,233.58,817.53,9200.00,8382.47,4
Potato,Other,"North Tripura",Kohima,1400.00,10900.00,321.25,1124.38,9500.00,8375.63,5
Potato,Other,Goalpara,Kohima,1100.00,10900.00,439.35,1537.73,9800.00,8262.28,6
Potato,Other,Zunheboto,Kohima,2400.00,10900.00,74.39,260.37,8500.00,8239.64,7
Potato,Other,Barpeta,Kohima,1300.00,10900.00,396.49,1387.72,9600.00,8212.29,8
Potato,Other,Kamrup,Kohima,1500.00,10900.00,342.14,1197.49,9400.00,8202.51,9
Potato,Other,Khowai,Kohima,1500.00,10900.00,383.96,1343.86,9400.00,8056.14,10
Potato,Other,Unokoti,Kohima,1700.00,10900.00,328.54,1149.89,9200.00,8050.11,11
Potato,Other,"West Khasi Hills",Kohima,1600.00,10900.00,373.70,1307.95,9300.00,7992.05,12
Potato,Other,"Imphal West",Kohima,2500.00,10900.00,126.76,443.66,8400.00,7956.34,13
Potato,Other,Coochbehar,Kohima,960.00,10900.00,583.59,2042.57,9940.00,7897.44,14
Potato,Other,"South Tripura",Kohima,1375.00,10900.00,466.66,1633.31,9525.00,7891.69,15
Potato,Other,"East Khasi Hills",Kohima,2000.00,10900.00,288.43,1009.51,8900.00,7890.50,16
Potato,Other,Nalbari,Kohima,1800.00,10900.00,348.21,1218.74,9100.00,7881.27,17
Potato,Other,Alipurduar,Kohima,1050.00,10900.00,581.61,2035.64,9850.00,7814.37,18
Potato,Other,"Imphal East",Kohima,2750.00,10900.00,132.05,462.18,8150.00,7687.83,19
Potato,Other,Thoubal,Kohima,2750.00,10900.00,142.23,497.81,8150.00,7652.20,20
Potato,Other,Kakching,Kohima,2750.00,10900.00,161.83,566.41,8150.00,7583.60,21
Potato,Other,Mokokchung,Kohima,3000.00,10900.00,105.69,369.92,7900.00,7530.09,22
Potato,Other,Sepahijala,Kohima,1900.00,10900.00,449.31,1572.59,9000.00,7427.42,23
Potato,Other,"Uttar Dinajpur",Kohima,820.00,10900.00,764.26,2674.91,10080.00,7405.09,24
Potato,Other,Nadia,Kohima,840.00,10900.00,767.00,2684.50,10060.00,7375.50,25
Potato,Other,Mon,Kohima,2900.00,10900.00,188.29,659.02,8000.00,7340.99,26
Potato,Other,Dhalai,Kohima,2300.00,10900.00,371.91,1301.69,8600.00,7298.32,27
Potato,Other,Jalpaiguri,Kohima,1280.00,10900.00,679.63,2378.71,9620.00,7241.30,28
Potato,Other,Phek,Kohima,3500.00,10900.00,57.65,201.78,7400.00,7198.23,29
Potato,Other,Howrah,Kohima,740.00,10900.00,852.94,2985.29,10160.00,7174.71,30
Potato,Other,Murshidabad,Kohima,1140.00,10900.00,761.84,2666.44,9760.00,7093.56,31
Potato,Other,Hooghly,Kohima,980.00,10900.00,815.81,2855.34,9920.00,7064.67,32
Potato,Other,Malda,Kohima,1250.00,10900.00,751.40,2629.90,9650.00,7020.10,33
Potato,Other,"Purba Bardhaman",Kohima,1040.00,10900.00,839.61,2938.64,9860.00,6921.37,34
Potato,Other,Bhagalpur,Kohima,850.00,10900.00,895.40,3133.90,10050.00,6916.10,35
Potato,Other,Bankura,Kohima,720.00,10900.00,950.13,3325.46,10180.00,6854.55,36
Potato,Other,Kishanganj,Kohima,1400.00,10900.00,771.44,2700.04,9500.00,6799.96,37
Potato,Other,"South District",Kohima,2500.00,10900.00,464.66,1626.31,8400.00,6773.69,38
Potato,Other,Medinipur(W),Kohima,800.00,10900.00,969.31,3392.59,10100.00,6707.42,39
Potato,Other,Madhepura,Kohima,1050.00,10900.00,914.19,3199.67,9850.00,6650.34,40
